Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,80.90724462247613,81.07633006526476,80.3154491560975,80.7381591796875,22483800,0.0,0.0
2018-01-03 00:00:00-05:00,80.84149862547619,81.26421586317664,80.75695947799447,81.1139144897461,26061400,0.0,0.0
2018-01-04 00:00:00-05:00,81.33934759810674,82.34447176207513,81.32056351253146,81.82781982421875,21912000,0.0,0.0
2018-01-05 00:00:00-05:00,82.34447783974747,83.04899935240748,82.12842142248915,82.84233856201172,23407100,0.0,0.0
2018-01-08 00:00:00-05:00,82.85173682194447,83.20869901730951,82.28812097850378,82.92688751220703,22113000,0.0,0.0
2018-01-09 00:00:00-05:00,83.274439848694,83.34959052611394,82.53234303438893,82.87051391601562,19484300,0.0,0.0
2018-01-10 00:00:00-05:00,82.53234157339638,82.84233273719387,82.10963156222738,82.49476623535156,18652200,0.0,0.0
2018-01-11 00:00:00-05:00,82.78596984206061,82.78596984206061,81.94993824184368,82.73900604248047,17808900,0.0,0.0
2018-01-12 00:00:00-05:00,83.29321749198485,84.335909768555,83.08655672844662,84.16682434082031,24271500,0.0,0.0
2018-01-16 00:00:00-05:00,84.63649791886151,85.28465986320231,82.67323516971601,82.99261474609375,36599700,0.0,0.0
2018-01-17 00:00:00-05:00,83.6783736678211,84.80560526830642,83.36838246932034,84.6740951538086,25621200,0.0,0.0
2018-01-18 00:00:00-05:00,84.3547084630991,85.17194879695937,84.22319835956381,84.63651275634766,24159700,0.0,0.0
2018-01-19 00:00:00-05:00,84.67408211573235,85.11558336074879,84.2231924116715,84.54257202148438,36875000,0.0,0.0
2018-01-22 00:00:00-05:00,84.54258111551225,86.0643501556263,84.2983449855959,86.0549545288086,23601600,0.0,0.0
2018-01-23 00:00:00-05:00,86.3273696899414,86.70311592528141,85.98919879481174,86.3273696899414,23412800,0.0,0.0
2018-01-24 00:00:00-05:00,86.93795757990885,87.76459357521296,86.026775276319,86.2522201538086,33277500,0.0,0.0
2018-01-25 00:00:00-05:00,86.8628028275452,87.58610839369213,86.35554650189432,86.73129272460938,26383200,0.0,0.0
2018-01-26 00:00:00-05:00,87.47340400851479,88.3563995361328,86.96614759898226,88.35639953613281,29172200,0.0,0.0
2018-01-29 00:00:00-05:00,89.37091463558744,89.66211460956323,88.03702209876123,88.22489166259766,31569900,0.0,0.0
2018-01-30 00:00:00-05:00,87.64248747279352,87.98065840474335,86.51524864403939,87.11643981933594,38635100,0.0,0.0
2018-01-31 00:00:00-05:00,88.0652038387714,89.6151528596867,87.83975892363824,89.2488021850586,48756300,0.0,0.0
2018-02-01 00:00:00-05:00,89.04212646949912,90.24450870482082,87.90549928871023,88.54426574707031,47227900,0.0,0.0
2018-02-02 00:00:00-05:00,87.96184375508774,88.27183488805794,85.9516099535586,86.21463012695312,47867800,0.0,0.0
2018-02-05 00:00:00-05:00,85.06861309637316,87.58610332611451,82.66384887695312,82.66384887695312,51031500,0.0,0.0
2018-02-06 00:00:00-05:00,81.62116893604698,85.93284452429127,80.08061572879888,85.79193878173828,67998600,0.0,0.0
2018-02-07 00:00:00-05:00,85.00288279242913,86.20526525214392,83.79110470409523,84.1762466430664,41107600,0.0,0.0
2018-02-08 00:00:00-05:00,84.2701539428318,84.42984374344735,79.62031547329696,79.85515594482422,55628700,0.0,0.0
2018-02-09 00:00:00-05:00,81.06695615046448,83.53747601696793,78.74673050075917,82.83295440673828,63499100,0.0,0.0
2018-02-12 00:00:00-05:00,83.35899114944877,84.33592859817342,82.5981101381426,83.725341796875,35720300,0.0,0.0
2018-02-13 00:00:00-05:00,83.53746157447969,84.54257861129905,82.47598511195035,84.38288879394531,26407700,0.0,0.0
2018-02-14 00:00:00-05:00,83.53348550315573,85.87404230074137,83.43910949042584,85.70416259765625,34960900,0.42,0.0
2018-02-15 00:00:00-05:00,86.0816496466226,87.50675079958128,85.52482628777074,87.45012664794922,27823900,0.0,0.0
2018-02-16 00:00:00-05:00,87.25196623338549,88.24293252696162,86.6385184520977,86.8272705078125,30596900,0.0,0.0
2018-02-20 00:00:00-05:00,86.33651156496617,87.82767009861824,85.89293630985324,87.50679016113281,30911700,0.0,0.0
2018-02-21 00:00:00-05:00,87.7521690315133,88.1108008018891,86.34593963623048,86.34593963623047,26922500,0.0,0.0
2018-02-22 00:00:00-05:00,86.87444866368962,87.51621563430092,86.22324193162615,86.57244110107422,24392800,0.0,0.0
2018-02-23 00:00:00-05:00,88.33731072885546,88.7808859911742,87.16703211367779,88.77144622802734,26329200,0.0,0.0
2018-02-26 00:00:00-05:00,89.09233042035194,90.08328950506552,88.9507627795559,90.05497741699219,30199800,0.0,0.0
2018-02-27 00:00:00-05:00,90.35697820139383,90.45135422132219,88.90356445312501,88.903564453125,25869100,0.0,0.0
2018-02-28 00:00:00-05:00,89.50758795679081,90.32867452753364,88.36562144832308,88.49774932861328,31167300,0.0,0.0
2018-03-01 00:00:00-05:00,88.70538102427365,89.25277207212805,86.67626400235089,87.62947845458984,37135600,0.0,0.0
2018-03-02 00:00:00-05:00,86.43088736590157,87.91261333308577,85.75136844074686,87.8182373046875,32830400,0.0,0.0
2018-03-05 00:00:00-05:00,87.1481661099395,88.969651856725,87.07266959433859,88.37507629394531,23901600,0.0,0.0
2018-03-06 00:00:00-05:00,89.03570615556359,89.17727380766742,87.71442727040741,88.07305908203125,22175800,0.0,0.0
2018-03-07 00:00:00-05:00,87.92204801687683,88.6581910764583,87.233089368554,88.58268737792969,26716100,0.0,0.0
2018-03-08 00:00:00-05:00,88.96966667608486,89.75300165942079,88.49777917293287,89.12067413330078,25887800,0.0,0.0
2018-03-09 00:00:00-05:00,89.93229633894504,91.11201477050781,89.65860079877089,91.11201477050781,36937300,0.0,0.0
2018-03-12 00:00:00-04:00,91.07424744578474,91.74432653703388,90.64011200076818,91.32906341552734,26073700,0.0,0.0
2018-03-13 00:00:00-04:00,91.54614922872085,91.77265314883653,88.68651293580999,89.10177612304688,35387800,0.0,0.0
2018-03-14 00:00:00-04:00,89.77185539206941,90.04555092929145,88.24293772910032,88.57325744628906,32132000,0.0,0.0
2018-03-15 00:00:00-04:00,88.2712268434511,89.26219293751402,87.61058758102777,88.88468170166016,27611000,0.0,0.0
2018-03-16 00:00:00-04:00,89.35658585486385,90.01722524229663,88.63931509105879,89.28108215332031,49081300,0.0,0.0
2018-03-19 00:00:00-04:00,88.46943572977767,88.62044313349115,86.93108560670059,87.66722869873047,33344100,0.0,0.0
2018-03-20 00:00:00-04:00,87.8182489099254,88.4977607244486,87.77105728927515,87.89374542236328,23075200,0.0,0.0
2018-03-21 00:00:00-04:00,87.70497677078886,88.76200694995185,87.02545788421472,87.28028106689453,24457100,0.0,0.0
2018-03-22 00:00:00-04:00,86.13830614389549,86.59132112834146,84.61883563459384,84.74152374267578,38604700,0.0,0.0
2018-03-23 00:00:00-04:00,84.4678236106394,85.3738463294507,82.18389089027579,82.27826690673828,44068900,0.0,0.0
2018-03-26 00:00:00-04:00,85.51542293112058,88.71481846791862,85.31723111561611,88.50718688964844,56396800,0.0,0.0
2018-03-27 00:00:00-04:00,89.60197853815187,89.79073061107448,83.53350650814276,84.43952941894531,56569000,0.0,0.0
2018-03-28 00:00:00-04:00,84.76982938504466,86.10055495034644,83.87324644703065,84.36400604248047,52501100,0.0,0.0
2018-03-29 00:00:00-04:00,85.10960986980817,87.10097522980331,83.4296919150286,86.13832092285156,45867500,0.0,0.0
2018-04-02 00:00:00-04:00,85.3832955294064,85.77023939980357,82.58972337083252,83.54293060302734,48515400,0.0,0.0
2018-04-03 00:00:00-04:00,84.5433351416622,84.98691038062942,82.94835367399601,84.66602325439453,37213800,0.0,0.0
2018-04-04 00:00:00-04:00,82.91058941201189,87.54452572062259,82.7973410788829,87.13870239257812,35560000,0.0,0.0
2018-04-05 00:00:00-04:00,87.24253683565524,87.83711231311173,86.26101026938842,87.18590545654297,29771900,0.0,0.0
2018-04-06 00:00:00-04:00,86.34592711566049,87.26138953407313,84.44894555218335,85.15677642822266,38026000,0.0,0.0
2018-04-09 00:00:00-04:00,85.92124316520875,87.93148053462576,85.5248595487765,85.66641998291016,31533900,0.0,0.0
2018-04-10 00:00:00-04:00,87.19532078552362,88.03527946927711,86.48748994862386,87.65776824951172,26812000,0.0,0.0
2018-04-11 00:00:00-04:00,86.83669701492144,88.04472726811828,86.33649766324727,86.69512939453125,24872100,0.0,0.0
2018-04-12 00:00:00-04:00,87.23309335439943,88.86582670764558,87.23309335439943,88.31843566894531,26758900,0.0,0.0
2018-04-13 00:00:00-04:00,88.76201259035479,88.88470070806008,87.24253476144011,87.84654998779297,23346100,0.0,0.0
2018-04-16 00:00:00-04:00,88.7808757507253,89.33770650529009,88.16742082466972,88.87525177001953,20288100,0.0,0.0
2018-04-17 00:00:00-04:00,89.65859551319808,91.11200939925304,89.54533995828996,90.6684341430664,26771000,0.0,0.0
2018-04-18 00:00:00-04:00,90.80999995117482,91.2818872864435,90.14935336154107,91.01763153076172,21043300,0.0,0.0
2018-04-19 00:00:00-04:00,91.0176394129535,91.61221491472816,89.97948142511373,90.70619201660156,23552500,0.0,0.0
2018-04-20 00:00:00-04:00,90.51743831884508,90.7061903857332,88.76201673515239,89.65859985351562,31154400,0.0,0.0
2018-04-23 00:00:00-04:00,90.35697837909618,90.87605729036618,89.30938799484493,89.98890686035156,22331800,0.0,0.0
2018-04-24 00:00:00-04:00,90.82887260643491,91.04594394963617,87.21422107746875,87.8843002319336,34524800,0.0,0.0
2018-04-25 00:00:00-04:00,88.05418469102041,88.05418469102041,85.20398099030429,87.11984252929688,33729300,0.0,0.0
2018-04-26 00:00:00-04:00,88.29010319059984,89.800140879287,87.86540036537592,88.9601821899414,42529000,0.0,0.0
2018-04-27 00:00:00-04:00,92.11238968557973,92.39552491552244,88.62986667968117,90.4324722290039,48272800,0.0,0.0
2018-04-30 00:00:00-04:00,90.9138064947288,90.97987042693032,87.91260305963525,88.26179504394531,41523600,0.0,0.0
2018-05-01 00:00:00-04:00,87.96924221327676,89.93229539080426,87.57285855255384,89.65859985351562,31408900,0.0,0.0
2018-05-02 00:00:00-04:00,89.64914749202428,89.81902720852302,87.95035752746568,88.25236511230469,27471000,0.0,0.0
2018-05-03 00:00:00-04:00,87.73330085843,89.59253828839563,87.2519737145292,88.78089141845703,31142500,0.0,0.0
2018-05-04 00:00:00-04:00,88.07304421549978,90.00778500000268,87.69553294042254,89.8095932006836,22531300,0.0,0.0
2018-05-07 00:00:00-04:00,89.81904639274404,91.27246045534675,89.75298244446348,90.81001281738281,24242000,0.0,0.0
2018-05-08 00:00:00-04:00,90.46080177806783,90.7533768256131,89.71521891566115,90.42304992675781,23484600,0.0,0.0
2018-05-09 00:00:00-04:00,90.61180649616601,91.51782929944962,89.70578369288239,91.48951721191406,27327400,0.0,0.0
2018-05-10 00:00:00-04:00,91.98027299465629,92.44272053928694,91.59332914723073,92.40497589111328,22388100,0.0,0.0
2018-05-11 00:00:00-04:00,92.30117034156065,92.3672342838328,91.58389953944182,92.206787109375,16778300,0.0,0.0
2018-05-14 00:00:00-04:00,92.41441845814035,93.14112902166575,91.83871530537387,92.51823425292969,19454100,0.0,0.0
2018-05-15 00:00:00-04:00,91.7726408345328,92.34834392125096,90.92324224753642,91.84814453125,24594000,0.0,0.0
2018-05-16 00:00:00-04:00,92.28417965844112,92.32209514377273,91.58276125890477,92.08512878417969,17384700,0.42,0.0
2018-05-17 00:00:00-04:00,91.71545118701755,92.45478498599593,90.83393614247288,91.16568756103516,17246700,0.0,0.0
2018-05-18 00:00:00-04:00,91.00455989368943,91.87659433390401,91.00455989368943,91.33631134033203,17865800,0.0,0.0
2018-05-21 00:00:00-04:00,91.94293994501676,92.90028598373611,91.7533697656207,92.51165771484375,19422500,0.0,0.0
2018-05-22 00:00:00-04:00,92.5874785231898,93.05193047391084,92.13250001825226,92.41686248779297,15441200,0.0,0.0
2018-05-23 00:00:00-04:00,91.66806134184787,93.58275348652472,91.29839441689683,93.51640319824219,21251200,0.0,0.0
2018-05-24 00:00:00-04:00,93.58274791468186,93.7817987676781,91.76284097138745,93.18463897705078,26649300,0.0,0.0
2018-05-25 00:00:00-04:00,93.17514792173517,93.81969651842462,92.75808493810163,93.23201751708984,18363900,0.0,0.0
2018-05-29 00:00:00-04:00,92.73913359379094,93.72491433227002,92.16094243813224,92.90027618408203,28671000,0.0,0.0
2018-05-30 00:00:00-04:00,93.1846417690197,94.07563752672216,92.80550140812736,93.79127502441406,22158500,0.0,0.0
2018-05-31 00:00:00-04:00,94.11356314755625,94.77706608223278,93.46901434031065,93.68701934814453,34140900,0.0,0.0
2018-06-01 00:00:00-04:00,94.1040908643804,95.60172017243457,93.99982507510826,95.53536987304688,28655600,0.0,0.0
2018-06-04 00:00:00-04:00,95.98086285200351,96.54958070743622,95.59223452461323,96.3694839477539,27281600,0.0,0.0
2018-06-05 00:00:00-04:00,96.68225375549265,96.99505101794173,96.23675593896903,96.86235046386719,23514400,0.0,0.0
2018-06-06 00:00:00-04:00,97.13724743919931,97.2509866566849,96.5874837825558,97.14672088623047,21122900,0.0,0.0
2018-06-07 00:00:00-04:00,97.29836915441521,97.3362846321321,95.14671099171834,95.62064361572266,28232200,0.0,0.0
2018-06-08 00:00:00-04:00,95.81970245366949,96.63486721357732,95.29838086270236,96.33155059814453,22165100,0.0,0.0
